Element,Gx,Gy,Gz,s,Length,Value,Chi1,Chi2,Chi3,#_µ,mag.#,type
B2E.28,452.149748,-115.642283,-1.67E-17,636.978141,5.902202,0.0557427,86.519698,-2.19E-19,-2.13E-18,2092,387,366
,,,,,,,,,,,,
MQS2NE1,452.34746,-108.992344,-1.67E-17,643.632042,0,0,89.713521,-1.00E-19,-2.13E-18,2094,388,11
,,,,,,,,,,,,
QS2NE.1,452.348317,-108.820831,-1.67E-17,643.803557,0.55697,0.1433458,89.713521,-1.00E-19,-2.13E-18,2096,389,383
,,,,,,,,,,,,
BSWNRE,452.355704,-107.343464,-1.67E-17,645.280942,2.9,0.005,89.713521,-1.00E-19,-2.13E-18,2100,390,384
,,,,,,,,,,,,
MQR7NE1,452.362954,-103.724988,-1.67E-17,648.899431,0,0,90,-8.93E-20,-2.13E-18,2103,391,11
,,,,,,,,,,,,
QR7NE.1,452.362954,-103.538063,-1.67E-17,649.086356,0.82615,-0.2081197,90,-8.93E-20,-2.13E-18,2105,392,385
,,,,,,,,,,,,
ZVQR7NE1,452.362954,-102.597188,-1.67E-17,650.027231,0.3444,0,90,-8.93E-20,-2.13E-18,2107,393,324
,,,,,,,,,,,,
ZHQR6NE1,452.362954,-99.244597,-1.67E-17,653.379821,0.3444,0,90,-8.93E-20,-2.13E-18,2111,394,324
,,,,,,,,,,,,
QR6NE.1,452.362954,-98.780012,-1.67E-17,653.844406,1.01523,0.1993982,90,-8.93E-20,-2.13E-18,2113,395,386
,,,,,,,,,,,,
MQR6NE1,452.362954,-97.572397,-1.67E-17,655.052021,0,0,90,-8.93E-20,-2.13E-18,2115,396,11
,,,,,,,,,,,,
ZVQR5NE1,452.362954,-85.804223,-1.67E-17,666.820195,0.34442,0,90,-8.93E-20,-2.13E-18,2119,397,387
,,,,,,,,,,,,
QR5NE.1,452.362954,-85.371973,-1.67E-17,667.252445,1.07992,-0.1190394,90,-8.93E-20,-2.13E-18,2121,398,388
,,,,,,,,,,,,
MQR5NE1,452.362954,-84.132013,-1.67E-17,668.492405,0,0,90,-8.93E-20,-2.13E-18,2123,399,11
,,,,,,,,,,,,
ZHQR4NE1,452.362954,-76.378423,-1.67E-17,676.245995,0.34442,0,90,-8.93E-20,-2.13E-18,2128,400,387
,,,,,,,,,,,,
QR4NE.1,452.362954,-75.946173,-1.67E-17,676.678245,1.07992,0.1554208,90,-8.93E-20,-2.13E-18,2130,401,389
,,,,,,,,,,,,
MQR4NE1,452.362954,-74.706213,-1.67E-17,677.918205,0,0,90,-8.93E-20,-2.13E-18,2132,402,11
,,,,,,,,,,,,
ZVQR3NE1,452.362954,-66.952623,-1.67E-17,685.671795,0.34442,0,90,-8.93E-20,-2.13E-18,2137,403,387
,,,,,,,,,,,,
QR3NE.1,452.362954,-66.520373,-1.67E-17,686.104045,1.07992,-0.156169,90,-8.93E-20,-2.13E-18,2139,404,390
,,,,,,,,,,,,
MQR3NE1,452.362954,-65.280413,-1.67E-17,687.344005,0,0,90,-8.93E-20,-2.13E-18,2141,405,11
,,,,,,,,,,,,
ZHQR2NE1,452.362954,-57.526823,-1.68E-17,695.097595,0.34442,0,90,-8.93E-20,-2.13E-18,2147,406,387
,,,,,,,,,,,,
QR2NE.1,452.362954,-57.094573,-1.68E-17,695.529845,1.07992,0.1188557,90,-8.93E-20,-2.13E-18,2149,407,391
,,,,,,,,,,,,
MQR2NE1,452.362954,-55.854613,-1.68E-17,696.769805,0,0,90,-8.93E-20,-2.13E-18,2151,408,11
,,,,,,,,,,,,
ZVQDRNE1,452.362954,-48.101023,-1.68E-17,704.523395,0.34442,0,90,-8.93E-20,-2.13E-18,2157,409,387
,,,,,,,,,,,,
QDRNE.1,452.362954,-47.668773,-1.68E-17,704.955645,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2160,410,392
,,,,,,,,,,,,
MQDRNE1,452.362954,-46.428813,-1.68E-17,706.195605,0,0,90,-8.93E-20,-2.13E-18,2162,411,11
,,,,,,,,,,,,
ZHQFRNE1,452.362954,-38.675223,-1.68E-17,713.949195,0.34442,0,90,-8.93E-20,-2.13E-18,2168,412,387
,,,,,,,,,,,,
QFRNE.1,452.362954,-38.242973,-1.68E-17,714.381445,1.07992,0.1314662,90,-8.93E-20,-2.13E-18,2170,413,393
,,,,,,,,,,,,
MQFRNE1,452.362954,-37.003013,-1.68E-17,715.621405,0,0,90,-8.93E-20,-2.13E-18,2172,414,11
,,,,,,,,,,,,
ZVQDRNE2,452.362954,-29.249423,-1.68E-17,723.374995,0.34442,0,90,-8.93E-20,-2.13E-18,2178,415,387
,,,,,,,,,,,,
QDRNE.2,452.362954,-28.817173,-1.68E-17,723.807245,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2180,416,392
,,,,,,,,,,,,
MQDRNE2,452.362954,-27.577213,-1.68E-17,725.047205,0,0,90,-8.93E-20,-2.13E-18,2182,417,11
,,,,,,,,,,,,
ZHQFRNE2,452.362954,-19.823623,-1.68E-17,732.800795,0.34442,0,90,-8.93E-20,-2.13E-18,2187,418,387
,,,,,,,,,,,,
QFRNE.2,452.362954,-19.391373,-1.68E-17,733.233045,1.07992,0.1314662,90,-8.93E-20,-2.13E-18,2189,419,393
,,,,,,,,,,,,
MQFRNE2,452.362954,-18.151413,-1.68E-17,734.473005,0,0,90,-8.93E-20,-2.13E-18,2191,420,11
,,,,,,,,,,,,
ZVQDRNE3,452.362954,-10.397823,-1.68E-17,742.226595,0.34442,0,90,-8.93E-20,-2.13E-18,2196,421,387
,,,,,,,,,,,,
QDRNE.3,452.362954,-9.965573,-1.68E-17,742.658845,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2198,422,392
,,,,,,,,,,,,
MQDRNE3,452.362954,-8.725613,-1.68E-17,743.898805,0,0,90,-8.93E-20,-2.13E-18,2200,423,11
,,,,,,,,,,,,
ZHQFRNE3,452.362954,-0.972023,-1.69E-17,751.652395,0.34442,0,90,-8.93E-20,-2.13E-18,2205,424,387
,,,,,,,,,,,,
NMID,452.362954,1.87E-04,-1.69E-17,752.624605,0,0,90,-8.93E-20,-2.13E-18,2208,,
,,,,,,,,,,,,
QFRNE.3,452.362954,-0.539773,-1.69E-17,752.084645,1.07992,0.1314662,90,-8.93E-20,-2.13E-18,2209,425,393
,,,,,,,,,,,,
MQFRNE3,452.362954,0.700187,-1.69E-17,753.324605,0,0,90,-8.93E-20,-2.13E-18,2211,426,11
,,,,,,,,,,,,
ZVQDRNE4,452.362954,8.453777,-1.69E-17,761.078195,0.34442,0,90,-8.93E-20,-2.13E-18,2216,427,387
,,,,,,,,,,,,
QDRNE.4,452.362954,8.886027,-1.69E-17,761.510445,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2218,428,392
,,,,,,,,,,,,
MQDRNE4,452.362954,10.125987,-1.69E-17,762.750405,0,0,90,-8.93E-20,-2.13E-18,2220,429,11
,,,,,,,,,,,,
ZHQFRNE4,452.362954,17.879577,-1.69E-17,770.503995,0.34442,0,90,-8.93E-20,-2.13E-18,2225,430,387
,,,,,,,,,,,,
QFRNE.4,452.362954,18.311827,-1.69E-17,770.936245,1.07992,0.1314662,90,-8.93E-20,-2.13E-18,2227,431,393
,,,,,,,,,,,,
MQFRNE4,452.362954,19.551787,-1.69E-17,772.176205,0,0,90,-8.93E-20,-2.13E-18,2229,432,11
,,,,,,,,,,,,
ZVQDRNE5,452.362954,27.305377,-1.69E-17,779.929795,0.34442,0,90,-8.93E-20,-2.13E-18,2234,433,387
,,,,,,,,,,,,
QDRNE.5,452.362954,27.737627,-1.69E-17,780.362045,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2236,434,392
,,,,,,,,,,,,
MQDRNE5,452.362954,28.977587,-1.69E-17,781.602005,0,0,90,-8.93E-20,-2.13E-18,2238,435,11
,,,,,,,,,,,,
ZHQFRNE5,452.362954,36.731177,-1.69E-17,789.355595,0.34442,0,90,-8.93E-20,-2.13E-18,2244,436,387
,,,,,,,,,,,,
QFRNE.5,452.362954,37.163427,-1.69E-17,789.787845,1.07992,0.1314662,90,-8.93E-20,-2.13E-18,2246,437,393
,,,,,,,,,,,,
MQFRNE5,452.362954,38.403387,-1.69E-17,791.027805,0,0,90,-8.93E-20,-2.13E-18,2248,438,11
,,,,,,,,,,,,
ZVQDRNE6,452.362954,46.156977,-1.69E-17,798.781395,0.34442,0,90,-8.93E-20,-2.13E-18,2254,439,387
,,,,,,,,,,,,
QDRNE.6,452.362954,46.589227,-1.69E-17,799.213645,1.07992,-0.1269395,90,-8.93E-20,-2.13E-18,2256,440,392
,,,,,,,,,,,,
MQDRNE6,452.362954,47.829187,-1.69E-17,800.453605,0,0,90,-8.93E-20,-2.13E-18,2258,441,11
,,,,,,,,,,,,
ZHQR2NE2,452.362954,55.582777,-1.69E-17,808.207195,0.34442,0,90,-8.93E-20,-2.13E-18,2264,442,387
,,,,,,,,,,,,
QR2NE.2,452.362954,56.015027,-1.69E-17,808.639445,1.07992,0.1188557,90,-8.93E-20,-2.13E-18,2266,443,391
,,,,,,,,,,,,
MQR2NE2,452.362954,57.254987,-1.69E-17,809.879405,0,0,90,-8.93E-20,-2.13E-18,2268,444,11
,,,,,,,,,,,,
ZVQR3NE2,452.362954,65.008577,-1.70E-17,817.632995,0.34442,0,90,-8.93E-20,-2.13E-18,2274,445,387
,,,,,,,,,,,,
QR3NE.2,452.362954,65.440827,-1.70E-17,818.065245,1.07992,-0.156169,90,-8.93E-20,-2.13E-18,2276,446,390
,,,,,,,,,,,,
MQR3NE2,452.362954,66.680787,-1.70E-17,819.305205,0,0,90,-8.93E-20,-2.13E-18,2278,447,11
,,,,,,,,,,,,
ZHQR4NE2,452.362954,74.434377,-1.70E-17,827.058795,0.34442,0,90,-8.93E-20,-2.13E-18,2283,448,387
,,,,,,,,,,,,
QR4NE.2,452.362954,74.866627,-1.70E-17,827.491045,1.07992,0.1554208,90,-8.93E-20,-2.13E-18,2285,449,389
,,,,,,,,,,,,
MQR4NE2,452.362954,76.106587,-1.70E-17,828.731005,0,0,90,-8.93E-20,-2.13E-18,2287,450,11
,,,,,,,,,,,,
ZVQR5NE2,452.362954,83.860177,-1.70E-17,836.484595,0.34442,0,90,-8.93E-20,-2.13E-18,2292,451,387
,,,,,,,,,,,,
QR5NE.2,452.362954,84.292427,-1.70E-17,836.916845,1.07992,-0.1190394,90,-8.93E-20,-2.13E-18,2294,452,388
,,,,,,,,,,,,
MQR5NE2,452.362954,85.532387,-1.70E-17,838.156805,0,0,90,-8.93E-20,-2.13E-18,2296,453,11
,,,,,,,,,,,,
MQR6NE2,452.362954,97.572771,-1.70E-17,850.19719,0,0,90,-8.93E-20,-2.13E-18,2302,454,11
,,,,,,,,,,,,
QR6NE.2,452.362954,97.765156,-1.70E-17,850.389575,1.01523,0.1993982,90,-8.93E-20,-2.13E-18,2304,455,386
,,,,,,,,,,,,
ZHQR6NE2,452.362954,98.900571,-1.70E-17,851.52499,0.3444,0,90,-8.93E-20,-2.13E-18,2306,456,324
,,,,,,,,,,,,
ZVQR7NE2,452.362954,102.253162,-1.70E-17,854.87758,0.3444,0,90,-8.93E-20,-2.13E-18,2310,457,324
,,,,,,,,,,,,
QR7NE.2,452.362954,102.712287,-1.70E-17,855.336705,0.82615,-0.2081197,90,-8.93E-20,-2.13E-18,2312,458,385
,,,,,,,,,,,,
MQR7NE2,452.362954,103.725362,-1.70E-17,856.34978,0,0,90,-8.93E-20,-2.13E-18,2314,459,11
,,,,,,,,,,,,
BSWNLE,452.362954,104.44385,-1.70E-17,857.068269,2.9,0.005,90,-8.93E-20,-2.13E-18,2317,460,384
,,,,,,,,,,,,
MQS2NE2,452.35196,108.092729,-1.70E-17,860.717169,0,0,90.286479,-7.86E-20,-2.13E-18,2319,461,11
,,,,,,,,,,,,
QS2NE.2,452.351102,108.264242,-1.70E-17,860.888684,0.55697,0.1433458,90.286479,-7.86E-20,-2.13E-18,2321,462,383
,,,,,,,,,,,,
B2E.29,452.343701,109.744407,-1.70E-17,862.368868,5.902202,0.0557427,90.286479,-7.86E-20,-2.13E-18,2325,463,366
,,,,,,,,,,,,
QS3NE.2,452.107028,116.345084,-1.70E-17,868.974794,0.82615,0.1756474,93.480302,4.04E-20,-2.14E-18,2327,464,382
,,,,,,,,,,,,
MQS3NE2,452.045529,117.35629,-1.70E-17,869.987869,0,0,93.480302,4.04E-20,-2.14E-18,2329,465,11
,,,,,,,,,,,,
MQSBNE2,451.890751,119.901245,-1.70E-17,872.537527,0,0,93.480302,4.04E-20,-2.14E-18,2335,466,11
,,,,,,,,,,,,
QSBNE.2,451.879403,120.087826,-1.70E-17,872.724452,0.82615,-0.255322,93.480302,4.04E-20,-2.14E-18,2337,467,381
,,,,,,,,,,,,
ZVQSBNE2,451.822287,121.026965,-1.70E-17,873.665327,0.3444,0,93.480302,4.04E-20,-2.14E-18,2339,468,324
,,,,,,,,,,,,
ZHQS4NE2,451.73527,122.457759,-1.70E-17,875.098764,0.3444,0,93.480302,4.04E-20,-2.14E-18,2343,469,324
,,,,,,,,,,,,
QS4NE.2,451.707399,122.916037,-1.70E-17,875.557889,0.82615,0.0725658,93.480302,4.04E-20,-2.14E-18,2345,470,380
,,,,,,,,,,,,
MQS4NE2,451.645899,123.927244,-1.70E-17,876.570964,0,0,93.480302,4.04E-20,-2.14E-18,2347,471,11
,,,,,,,,,,,,
SF2NLE.1,451.634244,124.11889,-1.70E-17,876.762964,0.334,0,93.480302,4.04E-20,-2.14E-18,2349,472,369
,,,,,,,,,,,,
ZHQEAE13,451.454413,127.075791,-1.70E-17,879.725328,0.3444,0,93.480302,4.04E-20,-2.14E-18,2351,473,324
,,,,,,,,,,,,
QEAE.13,451.426541,127.534069,-1.70E-17,880.184453,0.82615,0.1830092,93.480302,4.04E-20,-2.14E-18,2353,474,370
,,,,,,,,,,,,
MQEAE13,451.365042,128.545275,-1.70E-17,881.197528,0,0,93.480302,4.04E-20,-2.14E-18,2355,475,11
,,,,,,,,,,,,
ZVQD5E13,451.105272,132.816583,-1.70E-17,885.476727,0.3444,0,93.480302,4.04E-20,-2.14E-18,2357,476,324
,,,,,,,,,,,,
QD5E.13,451.0774,133.274861,-1.70E-17,885.935852,0.82615,-0.1793457,93.480302,4.04E-20,-2.14E-18,2359,477,371
,,,,,,,,,,,,
MQD5E13,451.015901,134.286067,-1.70E-17,886.948927,0,0,93.480302,4.04E-20,-2.14E-18,2361,478,11
,,,,,,,,,,,,
B2E.30,450.974209,134.9716,-1.70E-17,887.635726,5.902202,0.0557427,93.480302,4.04E-20,-2.14E-18,2363,479,366
,,,,,,,,,,,,
MQF6E7,450.367937,141.567784,-1.70E-17,894.260728,0,0,96.674125,1.59E-19,-2.13E-18,2365,480,11
,,,,,,,,,,,,
QF6E.7,450.348003,141.738136,-1.70E-17,894.432243,0.55697,0.1633353,96.674125,1.59E-19,-2.13E-18,2367,481,372
,,,,,,,,,,,,
B2E.31,450.179332,143.179585,-1.70E-17,895.883527,5.902202,0.0557427,96.674125,1.59E-19,-2.13E-18,2369,482,366
,,,,,,,,,,,,
MQD5E14,449.212673,149.696279,-1.70E-17,902.472528,0,0,99.867948,2.78E-19,-2.12E-18,2371,483,11
,,,,,,,,,,,,
QD5E.14,449.180638,149.880438,-1.70E-17,902.659453,0.82615,-0.1793457,99.867948,2.78E-19,-2.12E-18,2373,484,371
,,,,,,,,,,,,
ZVQD5E14,449.019392,150.807393,-1.70E-17,903.600328,0.3444,0,99.867948,2.78E-19,-2.12E-18,2375,485,324
,,,,,,,,,,,,
MQEAE14,448.227009,155.362588,-1.69E-17,908.223927,0,0,99.867948,2.78E-19,-2.12E-18,2379,486,11
,,,,,,,,,,,,
QEAE.14,448.194975,155.546747,-1.69E-17,908.410852,0.82615,0.1830092,99.867948,2.78E-19,-2.12E-18,2381,487,370
,,,,,,,,,,,,
ZHQEAE14,448.033729,156.473702,-1.69E-17,909.351727,0.3444,0,99.867948,2.78E-19,-2.12E-18,2383,488,324
,,,,,,,,,,,,
SF2NLE.2,447.524263,159.402485,-1.69E-17,912.324491,0.334,0,99.867948,2.78E-19,-2.12E-18,2385,489,369
,,,,,,,,,,,,
MQF4E11,447.435146,159.914792,-1.69E-17,912.844491,0,0,99.867948,2.78E-19,-2.12E-18,2387,490,11
,,,,,,,,,,,,
QF4E.11,447.402176,160.104331,-1.69E-17,913.036876,1.01523,0.0349495,99.867948,2.78E-19,-2.12E-18,2389,491,363
,,,,,,,,,,,,
ZHQF4E11,447.207591,161.222948,-1.69E-17,914.172291,0.3444,0,99.867948,2.78E-19,-2.12E-18,2391,492,324
,,,,,,,,,,,,
ZVQD3E11,446.862816,163.204965,-1.69E-17,916.184072,0.3444,0,99.867948,2.78E-19,-2.12E-18,2393,493,324
,,,,,,,,,,,,
QD3E.11,446.784132,163.657298,-1.69E-17,916.643197,0.82615,-0.1748774,99.867948,2.78E-19,-2.12E-18,2395,494,364
,,,,,,,,,,,,
MQD3E11,446.610513,164.655385,-1.69E-17,917.656272,0,0,99.867948,2.78E-19,-2.12E-18,2397,495,11
,,,,,,,,,,,,
SD3NLE.1,446.577266,164.846514,-1.69E-17,917.850272,1.03,0,99.867948,2.78E-19,-2.12E-18,2399,496,365
,,,,,,,,,,,,
B2E.32,446.072403,167.748834,-1.69E-17,920.796175,5.902202,0.0557427,99.867948,2.78E-19,-2.12E-18,2401,497,366
,,,,,,,,,,,,
QF2E.13,444.745866,174.194258,-1.68E-17,927.377692,0.55697,0.1918305,103.061771,3.95E-19,-2.10E-18,2403,498,367
,,,,,,,,,,,,
MQF2E13,444.581228,174.903895,-1.68E-17,928.106177,0,0,103.061771,3.95E-19,-2.10E-18,2405,499,11
,,,,,,,,,,,,
ZHQF2E13,444.562515,174.984552,-1.68E-17,928.188977,0.3444,0,103.061771,3.95E-19,-2.10E-18,2407,500,324
,,,,,,,,,,,,
ZVQD1E7,443.797556,178.281732,-1.68E-17,931.57373,0.3444,0,103.061771,3.95E-19,-2.10E-18,2409,501,324
,,,,,,,,,,,,
QD1E.7,443.692559,178.734297,-1.68E-17,932.038315,1.01523,-0.2548509,103.061771,3.95E-19,-2.10E-18,2412,502,368
,,,,,,,,,,,,
MQD1E7,443.419636,179.910667,-1.68E-17,933.24593,0,0,103.061771,3.95E-19,-2.10E-18,2414,503,11
,,,,,,,,,,,,
ZHQF2E14,442.670994,183.137516,-1.68E-17,936.558484,0.3444,0,103.061771,3.95E-19,-2.10E-18,2416,504,324
,,,,,,,,,,,,
MQF2E14,442.574447,183.553663,-1.68E-17,936.985684,0,0,103.061771,3.95E-19,-2.10E-18,2418,505,11
,,,,,,,,,,,,
QF2E.14,442.535684,183.72074,-1.68E-17,937.157199,0.55697,0.1918305,103.061771,3.95E-19,-2.10E-18,2420,506,367
,,,,,,,,,,,,
B2E.33,442.256282,184.925038,-1.68E-17,938.393484,5.902202,0.0557427,103.061771,3.95E-19,-2.10E-18,2422,507,366
,,,,,,,,,,,,
SD3NLE.2,440.226557,192.473697,-1.67E-17,946.211589,1.03,0,106.255594,5.12E-19,-2.07E-18,2424,508,365
,,,,,,,,,,,,
MQD3E12,439.883932,193.648765,-1.67E-17,947.435589,0,0,106.255594,5.12E-19,-2.07E-18,2426,509,11
,,,,,,,,,,,,
QD3E.12,439.831607,193.828217,-1.67E-17,947.622514,0.82615,-0.1748774,106.255594,5.12E-19,-2.07E-18,2428,510,364
,,,,,,,,,,,,
ZVQD3E12,439.568235,194.731478,-1.67E-17,948.563389,0.3444,0,106.255594,5.12E-19,-2.07E-18,2430,511,324
,,,,,,,,,,,,
SKBNLE.1,439.163528,196.11946,-1.67E-17,950.00917,0.3444,0,106.255594,5.12E-19,-2.07E-18,2432,512,324
,,,,,,,,,,,,
ZHQF4E12,439.005092,196.662833,-1.67E-17,950.57517,0.3444,0,106.255594,5.12E-19,-2.07E-18,2434,513,324
,,,,,,,,,,,,
QF4E.12,438.875044,197.108845,-1.67E-17,951.039755,1.01523,0.0349495,106.255594,5.12E-19,-2.07E-18,2436,514,363
,,,,,,,,,,,,
MQF4E12,438.537005,198.268183,-1.66E-17,952.24737,0,0,106.255594,5.12E-19,-2.07E-18,2438,515,11
,,,,,,,,,,,,
SF4NLE.1,438.484939,198.446747,-1.66E-17,952.43337,0.334,0,106.255594,5.12E-19,-2.07E-18,2440,516,369
,,,,,,,,,,,,
ZHQEAE15,437.655706,201.290683,-1.66E-17,955.395734,0.3444,0,106.255594,5.12E-19,-2.07E-18,2444,517,324
,,,,,,,,,,,,
QEAE.15,437.527187,201.731454,-1.66E-17,955.854859,0.82615,0.1830092,106.255594,5.12E-19,-2.07E-18,2446,518,370
,,,,,,,,,,,,
MQEAE15,437.243604,202.704028,-1.66E-17,956.867934,0,0,106.255594,5.12E-19,-2.07E-18,2448,519,11
,,,,,,,,,,,,
ZVQD5E15,436.045759,206.812156,-1.66E-17,961.147133,0.3444,0,106.255594,5.12E-19,-2.07E-18,2450,520,324
,,,,,,,,,,,,
QD5E.15,435.917239,207.252926,-1.66E-17,961.606258,0.82615,-0.1793457,106.255594,5.12E-19,-2.07E-18,2452,521,371
,,,,,,,,,,,,
MQD5E15,435.633657,208.225501,-1.66E-17,962.619333,0,0,106.255594,5.12E-19,-2.07E-18,2454,522,11
,,,,,,,,,,,,
B2E.34,435.441406,208.884844,-1.65E-17,963.306132,5.902202,0.0557427,106.255594,5.12E-19,-2.07E-18,2456,523,366
,,,,,,,,,,,,
MQF6E8,433.391542,215.183674,-1.65E-17,969.931133,0,0,109.449417,6.26E-19,-2.04E-18,2458,524,11
,,,,,,,,,,,,
QF6E.8,433.334432,215.345402,-1.65E-17,970.102648,0.55697,0.1633353,109.449417,6.26E-19,-2.04E-18,2460,525,372
,,,,,,,,,,,,
B2E.35,432.851191,216.71387,-1.65E-17,971.553933,5.902202,0.0557427,109.449417,6.26E-19,-2.04E-18,2462,526,366
,,,,,,,,,,,,
MQD5E16,430.467439,222.855485,-1.64E-17,978.142934,0,0,112.643239,7.39E-19,-2.00E-18,2464,527,11
,,,,,,,,,,,,
QD5E.16,430.395474,223.028002,-1.64E-17,978.329859,0.82615,-0.1793457,112.643239,7.39E-19,-2.00E-18,2466,528,371
,,,,,,,,,,,,
ZVQD5E16,430.033245,223.896354,-1.64E-17,979.270734,0.3444,0,112.643239,7.39E-19,-2.00E-18,2468,529,324
,,,,,,,,,,,,
MQEAE16,428.253196,228.163566,-1.63E-17,983.894333,0,0,112.643239,7.39E-19,-2.00E-18,2472,530,11
,,,,,,,,,,,,
QEAE.16,428.181232,228.336083,-1.63E-17,984.081258,0.82615,0.1830092,112.643239,7.39E-19,-2.00E-18,2474,531,370
,,,,,,,,,,,,
ZHQEAE16,427.819003,229.204435,-1.63E-17,985.022133,0.3444,0,112.643239,7.39E-19,-2.00E-18,2476,532,324
,,,,,,,,,,,,
SF4NLE.2,426.674512,231.948058,-1.63E-17,987.994897,0.334,0,112.643239,7.39E-19,-2.00E-18,2480,533,369
,,,,,,,,,,,,
MQF4E13,426.474317,232.427977,-1.62E-17,988.514897,0,0,112.643239,7.39E-19,-2.00E-18,2482,534,11
,,,,,,,,,,,,
QF4E.13,426.40025,232.605533,-1.62E-17,988.707282,1.01523,0.0349495,112.643239,7.39E-19,-2.00E-18,2484,535,363
,,,,,,,,,,,,
ZHQF4E13,425.963124,233.65343,-1.62E-17,989.842697,0.3444,0,112.643239,7.39E-19,-2.00E-18,2486,536,324
,,,,,,,,,,,,
SKBNLE.2,425.745219,234.175803,-1.62E-17,990.408697,0.3444,0,112.643239,7.39E-19,-2.00E-18,2488,537,324
,,,,,,,,,,,,
ZVQD3E13,425.188605,235.510143,-1.62E-17,991.854478,0.3444,0,112.643239,7.39E-19,-2.00E-18,2490,538,324
,,,,,,,,,,,,
QD3E.13,425.011845,235.933878,-1.62E-17,992.313603,0.82615,-0.1748774,112.643239,7.39E-19,-2.00E-18,2492,539,364
,,,,,,,,,,,,
MQD3E13,424.62182,236.868866,-1.62E-17,993.326678,0,0,112.643239,7.39E-19,-2.00E-18,2494,540,11
,,,,,,,,,,,,
SD5NLE.1,424.547131,237.047912,-1.62E-17,993.520678,1.03,0,112.643239,7.39E-19,-2.00E-18,2496,541,365
,,,,,,,,,,,,
B2E.36,423.412982,239.766745,-1.61E-17,996.466581,5.902202,0.0557427,112.643239,7.39E-19,-2.00E-18,2498,542,366
,,,,,,,,,,,,
QF2E.15,420.694021,245.759276,-1.61E-17,1003.048097,0.55697,0.1918305,115.837062,8.50E-19,-1.96E-18,2500,543,367
,,,,,,,,,,,,
MQF2E15,420.376538,246.41494,-1.60E-17,1003.776582,0,0,115.837062,8.50E-19,-1.96E-18,2502,544,11
,,,,,,,,,,,,
ZHQF2E15,420.340452,246.489463,-1.60E-17,1003.859382,0.3444,0,115.837062,8.50E-19,-1.96E-18,2504,545,324
,,,,,,,,,,,,
ZVQD1E8,418.865331,249.535867,-1.60E-17,1007.244136,0.3444,0,115.837062,8.50E-19,-1.96E-18,2506,546,324
,,,,,,,,,,,,
QD1E.8,418.662859,249.954011,-1.60E-17,1007.708721,1.01523,-0.2548509,115.837062,8.50E-19,-1.96E-18,2508,547,368
,,,,,,,,,,,,
MQD1E8,418.136564,251.040909,-1.60E-17,1008.916336,0,0,115.837062,8.50E-19,-1.96E-18,2510,548,11
,,,,,,,,,,,,
ZHQF2E16,416.692909,254.02233,-1.59E-17,1012.22889,0.3444,0,115.837062,8.50E-19,-1.96E-18,2512,549,324
,,,,,,,,,,,,
MQF2E16,416.506729,254.406826,-1.59E-17,1012.65609,0,0,115.837062,8.50E-19,-1.96E-18,2514,550,11
,,,,,,,,,,,,
QF2E.16,416.431981,254.561196,-1.59E-17,1012.827605,0.55697,0.1918305,115.837062,8.50E-19,-1.96E-18,2516,551,367
,,,,,,,,,,,,
B2E.37,415.893192,255.673897,-1.59E-17,1014.063889,5.902202,0.0557427,115.837062,8.50E-19,-1.96E-18,2518,552,366
,,,,,,,,,,,,
SD5NLE.2,412.244493,262.586859,-1.58E-17,1021.881995,1.03,0,119.030885,9.58E-19,-1.91E-18,2520,553,365
,,,,,,,,,,,,
MQD3E14,411.650509,263.657074,-1.57E-17,1023.105995,0,0,119.030885,9.58E-19,-1.91E-18,2522,554,11
,,,,,,,,,,,,
QD3E.14,411.559798,263.820513,-1.57E-17,1023.29292,0.82615,-0.1748774,119.030885,9.58E-19,-1.91E-18,2524,555,364
,,,,,,,,,,,,
ZVQD3E14,411.10321,264.643175,-1.57E-17,1024.233795,0.3444,0,119.030885,9.58E-19,-1.91E-18,2526,556,324
,,,,,,,,,,,,
SKCNLE.1,410.401599,265.907305,-1.57E-17,1025.679576,0.3444,0,119.030885,9.58E-19,-1.91E-18,2528,557,324
,,,,,,,,,,,,
ZHQF4E14,410.12693,266.402192,-1.57E-17,1026.245576,0.3444,0,119.030885,9.58E-19,-1.91E-18,2530,558,324
,,,,,,,,,,,,
QF4E.14,409.901476,266.808406,-1.57E-17,1026.710161,1.01523,0.0349495,119.030885,9.58E-19,-1.91E-18,2532,559,363
,,,,,,,,,,,,
MQF4E14,409.315443,267.864294,-1.57E-17,1027.917776,0,0,119.030885,9.58E-19,-1.91E-18,2534,560,11
,,,,,,,,,,,,
SF6NLE.1,409.225181,268.026925,-1.57E-17,1028.103776,0.334,0,119.030885,9.58E-19,-1.91E-18,2536,561,369
,,,,,,,,,,,,
ZHQEAE17,407.787602,270.617092,-1.56E-17,1031.06614,0.3444,0,119.030885,9.58E-19,-1.91E-18,2540,562,324
,,,,,,,,,,,,
QEAE.17,407.564798,271.018532,-1.56E-17,1031.525265,0.82615,0.1830092,119.030885,9.58E-19,-1.91E-18,2542,563,370
,,,,,,,,,,,,
